"","Feature","Coverage"
"3","cites",1
"4","ed_equal",1
"5","adult_mass_g",0.993657505285412
"6","brain_mass_g",0.995771670190275
"7","adult_body_length_mm",0.996828752642706
"8","max_longevity_d",0.995771670190275
"9","female_maturity_d",0.995771670190275
"10","age_first_reproduction_d",0.995771670190275
"11","gestation_length_d",0.995771670190275
"12","litter_size_n",0.995771670190275
"13","litters_per_year_n",0.995771670190275
"14","interbirth_interval_d",0.995771670190275
"15","weaning_age_d",0.995771670190275
"16","generation_length_d",0.995771670190275
"17","dispersal_km",0.933403805496829
"18","dphy_invertebrate",0.995771670190275
"19","dphy_vertebrate",0.995771670190275
"20","dphy_plant",0.995771670190275
"21","det_inv",0.829809725158562
"22","det_vend",0.829809725158562
"23","det_vect",0.829809725158562
"24","det_vfish",0.829809725158562
"25","det_vunk",0.829809725158562
"26","det_scav",0.829809725158562
"27","det_fruit",0.829809725158562
"28","det_nect",0.829809725158562
"29","det_seed",0.829809725158562
"30","det_plantother",0.829809725158562
"31","det_diet_breadth_n",0.989429175475687
"32","upper_elevation_m",0.717758985200846
"33","lower_elevation_m",0.63953488372093
"34","altitude_breadth_m",0.63107822410148
"35","habitat_breadth_n",0.965116279069767
"36","hibernation_torpor",0.995771670190275
"37","fossoriality",0.993657505285412
"38","freshwater",0.984143763213531
"39","marine",0.984143763213531
"40","terrestrial_non.volant",0.984143763213531
"41","island_dwelling",0.73784355179704
"42","disected_by_mountains",0.73784355179704
"43","glaciation",0.73784355179704
"44","trophic_herbivores",0.993657505285412
"45","trophic_omnivores",0.993657505285412
"46","trophic_carnivores",0.993657505285412
"47","activity_nocturnal",0.992600422832981
"48","activity_crepuscular",0.992600422832981
"49","activity_diurnal",0.992600422832981
"50","forager_marine",0.995771670190275
"51","forager_ground",0.995771670190275
"52","forager_scansorial",0.995771670190275
"53","forager_arboreal",0.995771670190275
"54","island_end_marine",0.994714587737844
"55","island_end_mainland",0.994714587737844
"56","island_end_lgbridge",0.994714587737844
"57","island_end_isolated",0.994714587737844
"58","biogeo_afrotropical",1
"59","biogeo_antarctic",1
"60","biogeo_australasian",1
"61","biogeo_indomalayan",1
"62","biogeo_nearctic",1
"63","biogeo_neotropical",1
"64","biogeo_oceanian",1
"65","biogeo_palearctic",1
"66","fam_ABROCOMIDAE",1
"67","fam_AILURIDAE",1
"68","fam_ANOMALURIDAE",1
"69","fam_ANTILOCAPRIDAE",1
"70","fam_AOTIDAE",1
"71","fam_APLODONTIIDAE",1
"72","fam_Archaeolemuridae",1
"73","fam_ATELIDAE",1
"74","fam_BALAENIDAE",1
"75","fam_BALAENOPTERIDAE",1
"76","fam_BATHYERGIDAE",1
"77","fam_BOVIDAE",1
"78","fam_BRADYPODIDAE",1
"79","fam_CALLITRICHIDAE",1
"80","fam_CALOMYSCIDAE",1
"81","fam_CAMELIDAE",1
"82","fam_CANIDAE",1
"83","fam_CAPROMYIDAE",1
"84","fam_CASTORIDAE",1
"85","fam_CAVIIDAE",1
"86","fam_CEBIDAE",1
"87","fam_CERCOPITHECIDAE",1
"88","fam_CERVIDAE",1
"89","fam_CHEIROGALEIDAE",1
"90","fam_CHINCHILLIDAE",1
"91","fam_CRICETIDAE",1
"92","fam_CTENODACTYLIDAE",1
"93","fam_CTENOMYIDAE",1
"94","fam_CUNICULIDAE",1
"95","fam_CYCLOPEDIDAE",1
"96","fam_DASYPROCTIDAE",1
"97","fam_DAUBENTONIIDAE",1
"98","fam_DELPHINIDAE",1
"99","fam_DIATOMYIDAE",1
"100","fam_DIDELPHIDAE",1
"101","fam_DINOMYIDAE",1
"102","fam_DIPODIDAE",1
"103","fam_ECHIMYIDAE",1
"104","fam_ELEPHANTIDAE",1
"105","fam_EQUIDAE",1
"106","fam_ERETHIZONTIDAE",1
"107","fam_ERINACEIDAE",1
"108","fam_ESCHRICHTIIDAE",1
"109","fam_EUPLERIDAE",1
"110","fam_FELIDAE",1
"111","fam_GALAGIDAE",1
"112","fam_GEOMYIDAE",1
"113","fam_GIRAFFIDAE",1
"114","fam_GLIRIDAE",1
"115","fam_HERPESTIDAE",1
"116","fam_HETEROCEPHALIDAE",1
"117","fam_HETEROMYIDAE",1
"118","fam_HIPPOPOTAMIDAE",1
"119","fam_HOMINIDAE",1
"120","fam_HYAENIDAE",1
"121","fam_HYLOBATIDAE",1
"122","fam_HYSTRICIDAE",1
"123","fam_INDRIIDAE",1
"124","fam_INIIDAE",1
"125","fam_LEMURIDAE",1
"126","fam_LEPILEMURIDAE",1
"127","fam_LEPORIDAE",1
"128","fam_LORISIDAE",1
"129","fam_Mammutidae",1
"130","fam_Megaladapidae",1
"131","fam_MEGALONYCHIDAE",1
"132","fam_MEPHITIDAE",1
"133","fam_MONODONTIDAE",1
"134","fam_MOSCHIDAE",1
"135","fam_MURIDAE",1
"136","fam_MUSTELIDAE",1
"137","fam_Mylodontidae",1
"138","fam_MYOCASTORIDAE",1
"139","fam_MYRMECOPHAGIDAE",1
"140","fam_NANDINIIDAE",1
"141","fam_NEOBALAENIDAE",1
"142","fam_NESOMYIDAE",1
"143","fam_NESOPHONTIDAE",1
"144","fam_Nothrotheriidae",1
"145","fam_OCHOTONIDAE",1
"146","fam_OCTODONTIDAE",1
"147","fam_ODOBENIDAE",1
"148","fam_OTARIIDAE",1
"149","fam_PALAEOPROPITHECIDAE",1
"150","fam_PEDETIDAE",1
"151","fam_PETROMURIDAE",1
"152","fam_PHOCIDAE",1
"153","fam_PHOCOENIDAE",1
"154","fam_PHYSETERIDAE",1
"155","fam_PITHECIIDAE",1
"156","fam_PLATACANTHOMYIDAE",1
"157","fam_PLATANISTIDAE",1
"158","fam_PRIONODONTIDAE",1
"159","fam_PROCYONIDAE",1
"160","fam_PROLAGIDAE",1
"161","fam_RHINOCEROTIDAE",1
"162","fam_SCIURIDAE",1
"163","fam_SOLENODONTIDAE",1
"164","fam_SORICIDAE",1
