"","row","trainAUC","testAUC","spec","sen","best","n.trees","interaction.depth","shrinkage","n.minobsinnode","seed","id","id2","type"
"129",39,0.97493246893571,0.8827703661652,0.974169741697417,0.230769230769231,4836,5000,2,0.001,4,9,"5000 2 0.001 4","4","PCR"
"130",40,0.961084529505582,0.881392637014826,0.996168582375479,0.0434782608695652,2717,5000,2,0.001,4,10,"5000 2 0.001 4","4","PCR"
"131",41,0.967012288786482,0.85879197761194,1,0,277,5000,2,0.01,4,1,"5000 2 0.01 4","5","PCR"
"132",42,0.968932877734574,0.887199823749725,1,0.117647058823529,434,5000,2,0.01,4,2,"5000 2 0.01 4","5","PCR"
"133",43,0.97443729903537,0.867167919799499,0.988721804511278,0.0555555555555556,444,5000,2,0.01,4,3,"5000 2 0.01 4","5","PCR"
"134",44,0.944239631336406,0.90205223880597,0.992537313432836,0,205,5000,2,0.01,4,4,"5000 2 0.01 4","5","PCR"
"135",45,0.96831797235023,0.833722014925373,0.996268656716418,0.0625,262,5000,2,0.01,4,5,"5000 2 0.01 4","5","PCR"
"136",46,0.964190628328009,0.850017349063151,1,0.0454545454545455,233,5000,2,0.01,4,6,"5000 2 0.01 4","5","PCR"
"137",47,0.94678135187149,0.87133729896453,1,0.0588235294117647,252,5000,2,0.01,4,7,"5000 2 0.01 4","5","PCR"
"138",48,0.956583783783784,0.884845192829984,1,0.0476190476190476,210,5000,2,0.01,4,8,"5000 2 0.01 4","5","PCR"
"139",49,0.973815955339456,0.885892705080897,0.974169741697417,0.230769230769231,494,5000,2,0.01,4,9,"5000 2 0.01 4","5","PCR"
"140",50,0.961038961038961,0.878810594702649,0.996168582375479,0,247,5000,2,0.01,4,10,"5000 2 0.01 4","5","PCR"
"141",51,0.982910906298003,0.862873134328358,1,0,2319,5000,3,0.001,4,1,"5000 3 0.001 4","6","PCR"
"142",52,0.98150111935902,0.887860762282441,0.99625468164794,0.0588235294117647,3410,5000,3,0.001,4,2,"5000 3 0.001 4","6","PCR"
"143",53,0.984887459807074,0.87844611528822,0.996240601503759,0.111111111111111,3493,5000,3,0.001,4,3,"5000 3 0.001 4","6","PCR"
"144",54,0.962019969278034,0.896455223880597,0.98134328358209,0,2108,5000,3,0.001,4,4,"5000 3 0.001 4","6","PCR"
"145",55,0.980837173579109,0.839785447761194,0.996268656716418,0.0625,2415,5000,3,0.001,4,5,"5000 3 0.001 4","6","PCR"
"146",56,0.978589811856585,0.861901457321305,1,0.0454545454545455,2057,5000,3,0.001,4,6,"5000 3 0.001 4","6","PCR"
"147",57,0.956914496681199,0.870456047587574,1,0.117647058823529,2525,5000,3,0.001,4,7,"5000 3 0.001 4","6","PCR"
"148",58,0.964951351351351,0.887470577584646,1,0.0476190476190476,1767,5000,3,0.001,4,8,"5000 3 0.001 4","6","PCR"
"149",59,0.985413290113452,0.884757309111553,0.977859778597786,0.153846153846154,4343,5000,3,0.001,4,9,"5000 3 0.001 4","6","PCR"
"150",60,0.975074048758259,0.884391137764451,0.996168582375479,0.0434782608695652,2331,5000,3,0.001,4,10,"5000 3 0.001 4","6","PCR"
"151",61,0.979800307219662,0.851912313432836,1,0,235,5000,3,0.01,4,1,"5000 3 0.01 4","7","PCR"
"152",62,0.984486076744825,0.894910773298083,0.99625468164794,0.117647058823529,408,5000,3,0.01,4,2,"5000 3 0.01 4","7","PCR"
"153",63,0.985168810289389,0.874269005847953,0.992481203007519,0.111111111111111,386,5000,3,0.01,4,3,"5000 3 0.01 4","7","PCR"
"154",64,0.961059907834101,0.900186567164179,0.992537313432836,0,199,5000,3,0.01,4,4,"5000 3 0.01 4","7","PCR"
"155",65,0.979531490015361,0.84375,0.996268656716418,0.0625,227,5000,3,0.01,4,5,"5000 3 0.01 4","7","PCR"
"156",66,0.97856762513312,0.863983344899375,1,0.0909090909090909,238,5000,3,0.01,4,6,"5000 3 0.01 4","7","PCR"
"157",67,0.955579121008601,0.872879488874201,0.99625468164794,0.117647058823529,271,5000,3,0.01,4,7,"5000 3 0.01 4","7","PCR"
"158",68,0.962010810810811,0.877964874162593,1,0.0476190476190476,186,5000,3,0.01,4,8,"5000 3 0.01 4","7","PCR"
"159",69,0.982171799027553,0.885892705080897,0.981549815498155,0.230769230769231,395,5000,3,0.01,4,9,"5000 3 0.01 4","7","PCR"
"160",70,0.969150148097517,0.878977178077628,0.996168582375479,0,203,5000,3,0.01,4,10,"5000 3 0.01 4","7","PCR"
"161",71,0.992204301075269,0.863339552238806,1,0,2215,5000,4,0.001,4,1,"5000 4 0.001 4","8","PCR"
"162",72,0.98432897372452,0.886538885217008,1,0,2350,5000,4,0.001,4,2,"5000 4 0.001 4","8","PCR"
"163",73,0.9883038585209,0.87781954887218,0.996240601503759,0.0555555555555556,2891,5000,4,0.001,4,3,"5000 4 0.001 4","8","PCR"
"164",74,0.971505376344086,0.897154850746269,0.985074626865672,0,2022,5000,4,0.001,4,4,"5000 4 0.001 4","8","PCR"
"165",75,0.987519201228879,0.844916044776119,0.996268656716418,0.0625,2163,5000,4,0.001,4,5,"5000 4 0.001 4","8","PCR"
"166",76,0.985578629747959,0.864156835530881,1,0.0454545454545455,2055,5000,4,0.001,4,6,"5000 4 0.001 4","8","PCR"
"167",77,0.968029535367817,0.872218550341485,1,0.117647058823529,2274,5000,4,0.001,4,7,"5000 4 0.001 4","8","PCR"
"168",78,0.974789189189189,0.890458084374434,1,0,1564,5000,4,0.001,4,8,"5000 4 0.001 4","8","PCR"
"169",79,0.986493787142085,0.89071813795061,0.981549815498155,0.0769230769230769,3025,5000,4,0.001,4,9,"5000 4 0.001 4","8","PCR"
"170",80,0.979175210754158,0.887056471764118,0.996168582375479,0,2034,5000,4,0.001,4,10,"5000 4 0.001 4","8","PCR"
"171",81,0.988556067588326,0.865088619402985,1,0,170,5000,4,0.01,4,1,"5000 4 0.01 4","9","PCR"
"172",82,0.973351400180669,0.891606080634501,1,0,171,5000,4,0.01,4,2,"5000 4 0.01 4","9","PCR"
"173",83,0.982837620578778,0.872389306599833,0.996240601503759,0.0555555555555556,237,5000,4,0.01,4,3,"5000 4 0.01 4","9","PCR"
"174",84,0.971927803379416,0.901819029850746,0.985074626865672,0,199,5000,4,0.01,4,4,"5000 4 0.01 4","9","PCR"
"175",85,0.987711213517665,0.846665111940298,0.996268656716418,0,200,5000,4,0.01,4,5,"5000 4 0.01 4","9","PCR"
"176",86,0.978345757898474,0.865458015267176,1,0,138,5000,4,0.01,4,6,"5000 4 0.01 4","9","PCR"
"177",87,0.964789285574015,0.872438863185724,0.99625468164794,0.117647058823529,252,5000,4,0.01,4,7,"5000 4 0.01 4","9","PCR"
"178",88,0.969081081081081,0.886203150461706,1,0,159,5000,4,0.01,4,8,"5000 4 0.01 4","9","PCR"
"179",89,0.98044300378174,0.882628441669032,0.985239852398524,0.153846153846154,231,5000,4,0.01,4,9,"5000 4 0.01 4","9","PCR"
"180",90,0.976851218956482,0.885723804764284,0.996168582375479,0,205,5000,4,0.01,4,10,"5000 4 0.01 4","9","PCR"
