"","row","trainAUC","testAUC","spec","sen","best","n.trees","interaction.depth","shrinkage","n.minobsinnode","seed","id","id2"
"26",26,0.968990737127008,0.951468598357596,0.998133631952221,0.4375,11526,15000,4,5e-04,4,6,"15000 4 5e-04 4","3"
"27",27,0.970971049610556,0.948028934318806,0.998694273456445,0.532467532467532,10924,15000,4,5e-04,4,7,"15000 4 5e-04 4","3"
"28",28,0.968956610817279,0.959025707127179,0.998695490122997,0.430555555555556,11472,15000,4,5e-04,4,8,"15000 4 5e-04 4","3"
"29",29,0.968396200172467,0.928719892242368,0.99925498230583,0.521739130434783,8716,15000,4,5e-04,4,9,"15000 4 5e-04 4","3"
"30",30,0.97895923686824,0.939548463703053,0.998690609801721,0.467391304347826,9601,15000,4,5e-04,4,10,"15000 4 5e-04 4","3"
"31",31,0.9574602065267,0.943278645289612,0.998131888660564,0.541176470588235,4998,5000,2,0.001,4,1,"5000 2 0.001 4","4"
"32",32,0.959964522564755,0.944196150630592,0.99906611878969,0.488095238095238,5000,5000,2,0.001,4,2,"5000 2 0.001 4","4"
"33",33,0.961516342304303,0.943340930623519,0.998316813166261,0.538461538461538,4994,5000,2,0.001,4,3,"5000 2 0.001 4","4"
"34",34,0.965476482390412,0.926356769861992,0.999254009697874,0.355263157894737,4994,5000,2,0.001,4,4,"5000 2 0.001 4","4"
"35",35,0.962400702778915,0.948908640183808,0.999254287844892,0.378378378378378,5000,5000,2,0.001,4,5,"5000 2 0.001 4","4"
"36",36,0.960165258337394,0.94856173012318,0.998133631952221,0.4375,5000,5000,2,0.001,4,6,"5000 2 0.001 4","4"
"37",37,0.962500317876657,0.947953836873815,0.998694273456445,0.532467532467532,5000,5000,2,0.001,4,7,"5000 2 0.001 4","4"
"38",38,0.956933951241448,0.95630280159026,0.998695490122997,0.430555555555556,5000,5000,2,0.001,4,8,"5000 2 0.001 4","4"
"39",39,0.963353683343069,0.923608692952834,0.99925498230583,0.521739130434783,4999,5000,2,0.001,4,9,"5000 2 0.001 4","4"
"40",40,0.967525052718426,0.935113006067112,0.998690609801721,0.467391304347826,5000,5000,2,0.001,4,10,"5000 2 0.001 4","4"
"41",41,0.964904010725696,0.948380787024318,0.998131888660564,0.541176470588235,1184,5000,2,0.01,4,1,"5000 2 0.01 4","5"
"42",42,0.970176456047163,0.950735542629454,0.99906611878969,0.488095238095238,1736,5000,2,0.01,4,2,"5000 2 0.01 4","5"
"43",43,0.967540109165528,0.946618931844292,0.998316813166261,0.538461538461538,1442,5000,2,0.01,4,3,"5000 2 0.01 4","5"
"44",44,0.969321911971702,0.925877029388092,0.998694516971279,0.486842105263158,1128,5000,2,0.01,4,4,"5000 2 0.01 4","5"
"45",45,0.973506449657922,0.949441471673015,0.998695003728561,0.513513513513513,3291,5000,2,0.01,4,5,"5000 2 0.01 4","5"
"46",46,0.966762659375224,0.950076987681971,0.998133631952221,0.4375,1394,5000,2,0.01,4,6,"5000 2 0.01 4","5"
"47",47,0.965564421791444,0.946616617853327,0.998694273456445,0.532467532467532,831,5000,2,0.01,4,7,"5000 2 0.01 4","5"
"48",48,0.966676782548734,0.955569014784445,0.998695490122997,0.430555555555556,1489,5000,2,0.01,4,8,"5000 2 0.01 4","5"
"49",49,0.970416205944532,0.931380091291661,0.99925498230583,0.521739130434783,1170,5000,2,0.01,4,9,"5000 2 0.01 4","5"
"50",50,0.977744469461491,0.938116064021861,0.998690609801721,0.467391304347826,1471,5000,2,0.01,4,10,"5000 2 0.01 4","5"
"51",51,0.962991356686445,0.944633575455215,0.998131888660564,0.541176470588235,4998,5000,3,0.001,4,1,"5000 3 0.001 4","6"
"52",52,0.968129862726998,0.948931150719533,0.99906611878969,0.488095238095238,4985,5000,3,0.001,4,2,"5000 3 0.001 4","6"
"53",53,0.965842159419518,0.945962304013548,0.998316813166261,0.538461538461538,4994,5000,3,0.001,4,3,"5000 3 0.001 4","6"
"54",54,0.96975949300209,0.928156716857418,0.998694516971279,0.486842105263158,4996,5000,3,0.001,4,4,"5000 3 0.001 4","6"
"55",55,0.967079791935281,0.948584910413769,0.998695003728561,0.513513513513513,4999,5000,3,0.001,4,5,"5000 3 0.001 4","6"
"56",56,0.964926943159538,0.948742534527809,0.998133631952221,0.4375,4994,5000,3,0.001,4,6,"5000 3 0.001 4","6"
"57",57,0.966746014734945,0.947532322182574,0.998694273456445,0.532467532467532,4996,5000,3,0.001,4,7,"5000 3 0.001 4","6"
"58",58,0.96413654762173,0.957402834720669,0.998695490122997,0.430555555555556,5000,5000,3,0.001,4,8,"5000 3 0.001 4","6"
"59",59,0.967439115135331,0.929740242562645,0.99925498230583,0.521739130434783,4999,5000,3,0.001,4,9,"5000 3 0.001 4","6"
"60",60,0.974153220348395,0.938239073504774,0.998690609801721,0.467391304347826,4999,5000,3,0.001,4,10,"5000 3 0.001 4","6"
"61",61,0.967481315609311,0.943413808639465,0.998131888660564,0.541176470588235,904,5000,3,0.01,4,1,"5000 3 0.01 4","7"
"62",62,0.97250640564803,0.948819974384973,0.99906611878969,0.488095238095238,1195,5000,3,0.01,4,2,"5000 3 0.01 4","7"
"63",63,0.970326412420191,0.94968525022761,0.998316813166261,0.538461538461538,902,5000,3,0.01,4,3,"5000 3 0.01 4","7"
"64",64,0.970132949670956,0.925604644771197,0.998694516971279,0.486842105263158,546,5000,3,0.01,4,4,"5000 3 0.01 4","7"
"65",65,0.973475410553563,0.948082310498418,0.998695003728561,0.513513513513513,1109,5000,3,0.01,4,5,"5000 3 0.01 4","7"
"66",66,0.969951895875239,0.951059163867115,0.998133631952221,0.4375,965,5000,3,0.01,4,6,"5000 3 0.01 4","7"
"67",67,0.970167729888398,0.951008607136195,0.998694273456445,0.532467532467532,743,5000,3,0.01,4,7,"5000 3 0.01 4","7"
"68",68,0.968400679045149,0.957659077732223,0.998695490122997,0.430555555555556,1092,5000,3,0.01,4,8,"5000 3 0.01 4","7"
"69",69,0.971328305377062,0.931181689840496,0.99925498230583,0.521739130434783,695,5000,3,0.01,4,9,"5000 3 0.01 4","7"
"70",70,0.975905708266418,0.944874469330991,0.998690609801721,0.467391304347826,551,5000,3,0.01,4,10,"5000 3 0.01 4","7"
"71",71,0.965556300395558,0.942217118493203,0.998131888660564,0.541176470588235,4964,5000,4,0.001,4,1,"5000 4 0.001 4","8"
"72",72,0.966108792741542,0.946397442054894,0.99906611878969,0.488095238095238,4744,5000,4,0.001,4,2,"5000 4 0.001 4","8"
"73",73,0.968529655846703,0.946729911195967,0.998316813166261,0.538461538461538,4994,5000,4,0.001,4,3,"5000 4 0.001 4","8"
"74",74,0.97377336192738,0.930948045701722,0.998694516971279,0.486842105263158,4924,5000,4,0.001,4,4,"5000 4 0.001 4","8"
"75",75,0.969539696781446,0.948860773525203,0.998695003728561,0.513513513513513,5000,5000,4,0.001,4,5,"5000 4 0.001 4","8"
"76",76,0.966868428406144,0.950248460246361,0.998133631952221,0.4375,4988,5000,4,0.001,4,6,"5000 4 0.001 4","8"
"77",77,0.970081676136364,0.947827866966088,0.998694273456445,0.532467532467532,4847,5000,4,0.001,4,7,"5000 4 0.001 4","8"
"78",78,0.966402902772238,0.958608988694248,0.998695490122997,0.430555555555556,4985,5000,4,0.001,4,8,"5000 4 0.001 4","8"
"79",79,0.97161995118084,0.932129157995039,0.99925498230583,0.521739130434783,4845,5000,4,0.001,4,9,"5000 4 0.001 4","8"
"80",80,0.978726943590664,0.937445103205973,0.998690609801721,0.467391304347826,4934,5000,4,0.001,4,10,"5000 4 0.001 4","8"
"81",81,0.965449804122927,0.943654465335546,0.998131888660564,0.541176470588235,463,5000,4,0.01,4,1,"5000 4 0.01 4","9"
"82",82,0.973280377140356,0.946734306348613,0.99906611878969,0.488095238095238,811,5000,4,0.01,4,2,"5000 4 0.01 4","9"
"83",83,0.968654827588246,0.944366462039924,0.998316813166261,0.538461538461538,474,5000,4,0.01,4,3,"5000 4 0.01 4","9"
"84",84,0.973052188650259,0.929487965998547,0.998694516971279,0.486842105263158,478,5000,4,0.01,4,4,"5000 4 0.01 4","9"
"85",85,0.974633906045748,0.942692272809723,0.998695003728561,0.513513513513513,868,5000,4,0.01,4,5,"5000 4 0.01 4","9"
"86",86,0.967091051431923,0.950106149682717,0.998133631952221,0.4375,572,5000,4,0.01,4,6,"5000 4 0.01 4","9"
"87",87,0.968975238316671,0.946224173140793,0.998694273456445,0.532467532467532,496,5000,4,0.01,4,7,"5000 4 0.01 4","9"
"88",88,0.96676181780192,0.958473102248727,0.998695490122997,0.430555555555556,582,5000,4,0.01,4,8,"5000 4 0.01 4","9"
"89",89,0.969860514200673,0.932034681113532,0.99925498230583,0.521739130434783,434,5000,4,0.01,4,9,"5000 4 0.01 4","9"
"90",90,0.979141947802684,0.941272629678427,0.998690609801721,0.467391304347826,501,5000,4,0.01,4,10,"5000 4 0.01 4","9"
