"","gtip","X","treename","traitname","pcr","competence","gen","fam","ord","clade","adult_mass_g","brain_mass_g","adult_body_length_mm","adult_forearm_length_mm","max_longevity_d","maturity_d","female_maturity_d","male_maturity_d","age_first_reproduction_d","gestation_length_d","teat_number_n","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","dispersal_km","density_n_km2","home_range_km2","social_group_n","dphy_invertebrate","dphy_vertebrate","dphy_plant","det_inv","det_vend","det_vect","det_vfish","det_vunk","det_scav","det_fruit","det_nect","det_seed","det_plantother","det_diet_breadth_n","upper_elevation_m","lower_elevation_m","altitude_breadth_m","habitat_breadth_n","X2.1_AgeatEyeOpening_d","X18.1_BasalMetRate_mLO2hr","X5.2_BasalMetRateMass_g","X7.1_DispersalAge_d","X22.2_HomeRange_Indiv_km2","X13.2_NeonateHeadBodyLen_mm","X10.1_PopulationGrpSize","X13.3_WeaningHeadBodyLen_mm","hibernation_torpor","fossoriality","freshwater","marine","terrestrial_non.volant","terrestrial_volant","island_dwelling","disected_by_mountains","glaciation","trophic_herbivores","trophic_omnivores","trophic_carnivores","activity_nocturnal","activity_crepuscular","activity_diurnal","forager_marine","forager_ground","forager_scansorial","forager_arboreal","forager_aerial","island_end_marine","island_end_mainland","island_end_lgbridge","island_end_isolated","biogeo_afrotropical","biogeo_antarctic","biogeo_australasian","biogeo_indomalayan","biogeo_nearctic","biogeo_neotropical","biogeo_oceanian","biogeo_palearctic","cites","ed_equal","studied"
"567","Nandinia",567,"Nandinia","Nandinia",0,0,"Nandinia","NANDINIIDAE","CARNIVORA","Feliformes",2167.2,17.912,539.255,NA,7741.042,1015,1095,1095,1079.675,64.829,4,2,2,182.125,55.5,64,NA,2850.514,1.622,0.07,0.55,NA,10,10,80,10,10,0,0,0,0,80,0,0,0,1,2500,0,2500,4,NA,809.25,3121.25,NA,0.65,NA,NA,NA,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,15,43.506119180625,0
"568","Nanger",568,"Nanger","Nanger",0,0,"Nanger","BOVIDAE","CETARTIODACTYLA","Ruminantia",61232.23,146.384,1581.39,NA,7044.5,249.81,251,NA,443.415,196,NA,1,1.484,230.045,5602.5,139.524,NA,2171.916,10.189,1.047,NA,1,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1750,0,1750,3,NA,NA,NA,NA,NA,NA,26.25,NA,0,1,0,0,1,0,0,0.666666666666667,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.333333333333333,28,6.01243659412446,0
"569","Nannosciurus",569,"Nannosciurus","Nannosciurus",0,0,"Nannosciurus","SCIURIDAE","RODENTIA","Squirrel-related",26.76,1.953,105,NA,1923.559,NA,332.966,NA,368.551,43.537,NA,2.525,1.61,138.796,NA,46.151,NA,1121.85,0.145,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1070,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,12.4595383939936,0
"570","Napaeozapus",570,"Napaeozapus","Napaeozapus",0,0,"Napaeozapus","DIPODIDAE","RODENTIA","Mouse-related",21.8,0.48,94.865,NA,1460,420.91,338.286,NA,446.775,23.083,8,4.46,1.29,219.848,0.945,35.604,8.9,755.612,0.129,667.18,0.01,NA,20,0,80,20,0,0,0,0,0,10,0,40,30,3,NA,NA,NA,3,26,39.6,22,NA,0.01,30,NA,NA,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,15.9700624133682,0
"571","Nasalis",571,"Nasalis","Nasalis",0,0,"Nasalis","CERCOPITHECIDAE","PRIMATES","Catarrhini",13441.575,95.623,704.745,NA,9161.5,1894.11,1643.544,NA,1642.5,167.156,NA,1.01,0.7,543.378,452,212.63,2000,4015,4.425,28.135,1.4,11.25,0,0,100,0,0,0,0,0,0,20,0,0,80,2,350,0,350,1,NA,NA,NA,NA,NA,NA,14.45,NA,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,465,4.49245935822246,0
"572","Nasua",572,"Nasua","Nasua",0,0,"Nasua","PROCYONIDAE","CARNIVORA","Caniformes",3875,38.356,614.4075,NA,9143.25,925.43,748.955,721,1001.15,75.973,NA,3.99,1.1,364.75,141.2275,106.5,730,2886.4355,2.2325,30.1765,0.785,NA,30.5,16,53.5,10,20,0,0,0,0,70,0,0,0,2,2500,0,2500,1.5,6.5,1680.385,4120,365,0.89,NA,NA,NA,0,0.5,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.5,1,0,0,1730,8.87551082914595,1
"573","Nasuella",573,"Nasuella","Nasuella",0,0,"Nasuella","PROCYONIDAE","CARNIVORA","Caniformes",1339.99,16.463,385.17,NA,6419.995,NA,584.844,NA,667.699,66.987,NA,2.333,1.7575,246.679,NA,71.2875,NA,2486.14,1.245,NA,NA,NA,14.5,19,66.5,10,20,0,0,0,0,70,0,0,0,2,4130,1650,2480,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,8.87551111154595,0
"574","Neacomys",574,"Neacomys","Neacomys",0,0,"Neacomys","CRICETIDAE","RODENTIA","Mouse-related",15.285,0.7055,101,NA,1162.0065,31.19,71.809,NA,99.2045,26.8265,NA,3.694,4.5375,29.662,NA,23.9725,NA,451.967,0.1065,143.725,NA,1,20,0,80,20,0,0,0,0,0,20,0,20,40,4,1175,475,700,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0.333333333333333,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,14,12.524808784654,0
"575","Necromys",575,"Necromys","Necromys",0,0,"Necromys","CRICETIDAE","RODENTIA","Mouse-related",39.93,0.834,137.176,NA,974.244,69.394,71.835,NA,103.83,23.381,NA,4.083,3.457,27.985,3.48,21.836,NA,420.321,0.18,1039.63,NA,NA,70,0,30,70,0,0,0,0,0,0,0,0,30,2,4000,1400,1730,2.5,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0.428571428571429,0,0.111111111111111,0.888888888888889,0,0,0.777777777777778,0.222222222222222,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,44,8.98091845460901,0
"576","Nectogale",576,"Nectogale","Nectogale",0,0,"Nectogale","SORICIDAE","EULIPOTYPHLA","Soricidae",38.82,1.391,118.5,NA,1059.694,NA,257.038,NA,297.588,33.324,NA,3.06,2.1,96.132,NA,34.921,NA,657.357,1.323,NA,NA,NA,20,80,0,20,0,0,80,0,0,0,0,0,0,2,2270,900,1370,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4,15.3968885696668,0
"577","Nectomys",577,"Nectomys","Nectomys",0,0,"Nectomys","CRICETIDAE","RODENTIA","Mouse-related",237.49,2.572,245,NA,970.292,NA,117.032,NA,163.307,29.113,8,4.315,3.658,50.587,NA,24.156,NA,628.855,0.481,212.58,0.002,1,30,40,30,30,0,20,20,0,0,0,0,0,30,4,1625,100,1525,3,NA,NA,NA,NA,0.0022,NA,NA,NA,0,1,1,0,1,0,0,1,0,0.2,0.6,0.2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,102,9.77178250418619,0
"578","Nelsonia",578,"Nelsonia","Nelsonia",0,0,"Nelsonia","CRICETIDAE","RODENTIA","Mouse-related",65,1.3465,138.254,NA,1578.7455,NA,107.4335,NA,138.744,31.662,NA,2.623,2.897,52.8145,NA,27.809,NA,687.313,0.234,NA,NA,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0,0,3,11.2576617386082,0
"579","Neodon",579,"Neodon","Neodon",0,0,"Neodon","CRICETIDAE","RODENTIA","Mouse-related",45.759,1.008,143.024,NA,1077.767,NA,85.927,NA,114.384,26.701,NA,3.456,3.329,33.597,NA,24.06,NA,523.228,0.196,NA,NA,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,3675,3175,400,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,NA,NA,NA,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16,8.40818099766739,0
"580","Neofelis",580,"Neofelis","Neofelis",0,0,"Neofelis","FELIDAE","CARNIVORA","Feliformes",21000,71.184,951.37,NA,7227,753.48,753.48,1095,807.85,93.134,NA,2.25,1.644,265.826,170,129.657,5427.5,2607.649,28.875,0.036,NA,NA,0,100,0,0,100,0,0,0,0,0,0,0,0,1,2250,0,2250,1,9.25,NA,NA,NA,NA,NA,1,NA,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0.5,0.5,0,0,0,0,1,0,0,0,0,80,10.2173405025391,0
"581","Neofiber",581,"Neofiber","Neofiber",0,0,"Neofiber","CRICETIDAE","RODENTIA","Mouse-related",265.38,2.72,213.245,NA,1417.263,95.8,93.25,NA,121.532,28.283,NA,2.335,4.515,43.263,10.205,21.874,NA,601.056,0.511,14515.71,0,1,0,0,100,0,0,0,0,0,0,0,0,0,100,1,NA,NA,NA,3,15,216.8,258.1,NA,4.53855e-05,NA,NA,NA,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,13.9472178349519,0
"582","Neohylomys",582,"Neohylomys","Neohylomys",0,0,"Neohylomys","ERINACEIDAE","EULIPOTYPHLA","Erinaceidae",52.21,2.996,140.995,NA,1398.423,NA,318.757,NA,353.264,36.858,NA,3.267,1.804,163.494,NA,43.652,NA,887.104,0.209,NA,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,30.5421099600391,0
"583","Neomonachus",583,"Neomonachus","Neomonachus",0,0,"Neomonachus","PHOCIDAE","CARNIVORA","Caniformes",197758.36,448.953,2452.5525,NA,9125,1756.95,1701.387,NA,1972.662,354.575,NA,1,0.89,507.0975,17062.5,73.1165,62654.835,4903.508,NA,NA,NA,NA,37.5,62.5,0,40,0,0,60,0,0,0,0,0,0,2,11.5,0,20,4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,0,NA,NA,NA,0,0.5,0.5,0.5,0.5,0,1,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0.5,0.5,0.5,0,13,7.42557949683008,0
"584","Neomys",584,"Neomys","Neomys",0,0,"Neomys","SORICIDAE","EULIPOTYPHLA","Soricidae",15.13,0.306,84.44,NA,1131.5,132.894,159.789,106,182.007,22.218,10,5.53,1.8,64.956,0.71,32,10,448.498,0.834,320,0,NA,40,60,0,40,0,30,30,0,0,0,0,0,0,3,2500,0,2000,1,22,66.82,13.6,NA,0.000169697,NA,1,NA,0,1,1,0,1,0,0,1,0.333333333333333,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,64,26.4174232870348,0
"585","Neophoca",585,"Neophoca","Neophoca",0,0,"Neophoca","OTARIIDAE","CARNIVORA","Caniformes",189274.99,402.745,2149.065,NA,8796.5,1587.55,1095.696,2191,1356.97,311.781,NA,1,0.69,539.52,7075,558.87,59724,4599,NA,NA,NA,NA,0,100,0,0,0,0,100,0,0,0,0,0,0,1,60,0,60,4,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,0,NA,NA,NA,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,45,3.18854477947002,0
"586","Neophocaena",586,"Neophocaena","Neophocaena",0,0,"Neophocaena","PHOCOENIDAE","CETARTIODACTYLA","Whippomorpha",32500,445,1600,NA,12045,1800.01,2140.02,1460,1460,319.578,NA,1,0.5,729.5,7000,319.578,24500,6031.625,NA,NA,NA,NA,39.5,60.5,0,40,0,0,60,0,0,0,0,0,0,2,200,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.5,1,0,0,NA,NA,NA,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0.5,0,0,0.5,0,0,0,1,980,5.87505274593189,0
"587","Neotetracus",587,"Neotetracus","Neotetracus",0,0,"Neotetracus","ERINACEIDAE","EULIPOTYPHLA","Erinaceidae",49.99,2.991,114.48,NA,1297.71,NA,319.1,NA,359.262,35.553,8,4.28,2,156.32,NA,40.213,NA,846.236,0.204,NA,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,2700,300,2400,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4,38.7155057780781,0
"588","Neotoma",588,"Neotoma","Neotoma",0,0,"Neotoma","CRICETIDAE","RODENTIA","Mouse-related",198,2.38,190.565,NA,3467.5,96.08,94.59,88.5,130.359,33.193,NA,2.625,2,59.959,10.875,31,64.3,822.058,0.435,310,0.001,1,10,0,90,10,0,0,0,0,0,0,0,20,70,2,1602,0,1230,2,14.25,141.52,184.925,182.5,0.0016322505,66,NA,NA,0,0.652173913043478,0,0,1,0,0,0.666666666666667,0.0666666666666667,1,0,0,1,0,0,0,0.956521739130435,0.0434782608695652,0,0,0,1,0,0,0,0,0,0,0.739130434782609,0.391304347826087,0,0,3451,23.9769818014327,0
"589","Neotomodon",589,"Neotomodon","Neotomodon",0,0,"Neotomodon","CRICETIDAE","RODENTIA","Mouse-related",47.32,0.989,122.58,NA,1823.556,106.63,114.035,NA,141.528,27.493,NA,3.25,2.25,39.161,3.4,25.949,NA,652.708,0.198,2024.583,0.002,NA,50,10,40,50,0,0,0,0,10,20,0,20,0,3,4300,2500,1800,1,19,NA,NA,NA,0.001315443,29,NA,NA,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,28,7.77382004972526,0
"590","Neotomys",590,"Neotomys","Neotomys",0,0,"Neotomys","CRICETIDAE","RODENTIA","Mouse-related",64.5,1.103,175,NA,1257.524,NA,73.003,NA,103.638,27.023,NA,4.259,3.247,32.507,NA,22.643,NA,519.234,0.235,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4600,2500,2100,3,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,11.8341772715087,0
"591","Neotragus",591,"Neotragus","Neotragus",0,0,"Neotragus","BOVIDAE","CETARTIODACTYLA","Ruminantia",3466.8625,33.0275,528.75,NA,5456.75,476.257,406.116,685,346,184.964,4,1,1.437,245.686,649.9975,72.7455,NA,1650.819,2.0885,NA,NA,2,0,0,100,0,0,0,0,0,0,20,0,5,75,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,14,11.0179872656026,0
"592","Neovison",592,"Neovison","Neovison",0,0,"Neovison","MUSTELIDAE","CARNIVORA","Caniformes",1044.875,19.335,545,NA,4835.404,334.361,415.6515,371,485.957,44.181,NA,3.999,1.3455,294.5935,8.64,58.9525,110,1837.493,6.625,NA,NA,NA,10,90,0,10,50,20,20,0,0,0,0,0,0,2,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.5,0.5,1,0,NA,NA,NA,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,306,8.07616285340887,0
"593","Nephelomys",593,"Nephelomys","Nephelomys",0,0,"Nephelomys","CRICETIDAE","RODENTIA","Mouse-related",60.5,1.323,188.5,NA,1059.413,NA,92.013,NA,122.152,28.105,NA,3.4,3.977,38.931,NA,26.426,NA,572.913,0.227,NA,NA,NA,20,0,80,20,0,0,0,0,0,20,0,20,40,4,2600,1140,1500,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,NA,NA,NA,0.142857142857143,0.857142857142857,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,9.40343085883702,0
"594","Nesokia",594,"Nesokia","Nesokia",0,0,"Nesokia","MURIDAE","RODENTIA","Mouse-related",112.322,1.8335,232.5,NA,813.396,NA,102.534,NA,141.7995,21.184,NA,3.885,3.8245,45.822,NA,25.5055,NA,582.237,0.3105,NA,NA,NA,0,0,100,0,0,0,0,0,0,20,0,30,50,3,1600,0,1600,3,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.5,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.5,0,0,0.5,0,0,0,1,42,5.03957277147975,0
"595","Nesolagus",595,"Nesolagus","Nesolagus",0,0,"Nesolagus","LEPORIDAE","LAGOMORPHA","Lagomorpha",1809.535,8.9195,427.0775,NA,2474.8295,NA,193.4075,NA,232.2565,37.307,NA,2.371,3.636,43.1425,NA,27.7155,NA,987.4905,1.4635,NA,NA,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1450,325,1125,1.5,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.5,0.5,0,0,0,0,1,0,0,0,0,0,8.62917384981562,0
"596","Nesomys",596,"Nesomys","Nesomys",0,0,"Nesomys","NESOMYIDAE","RODENTIA","Mouse-related",163.96,2.487,219,NA,425.833,NA,152.121,NA,188.414,35.569,NA,2.456,2.57,69.743,NA,31.685,NA,736.767,0.392,NA,0.0055,NA,2,0,98,0,0,0,0,0,0,50,0,50,0,2,1662.5,375,1287.5,1,NA,NA,NA,NA,0.005308379,NA,NA,NA,0,1,0,0,1,0,1,0.666666666666667,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,17.4523839406351,0
"597","Nesophontes",597,"Nesophontes","Nesophontes",0,0,"Nesophontes","NESOPHONTIDAE","EULIPOTYPHLA","Soricidae",40,2.31,128.168,NA,1509.995,NA,330.365,NA,371.862,42.25,NA,3.04,1.779,156.37,NA,41.27,NA,844.602,1.343,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,NA,NA,NA,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.857142857142857,0,0,7,41.7155790500781,0
"598","Nesoromys",598,"Nesoromys","Nesoromys",0,0,"Nesoromys","MURIDAE","RODENTIA","Mouse-related",63.854,1.294,135,NA,1157.387,NA,99.244,NA,132.195,27.872,NA,3.061,3.425,43.384,NA,25.706,NA,607.185,0.233,NA,NA,NA,40,0,60,40,0,0,0,0,0,0,0,30,30,3,1800,1500,300,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.35027536265051,0
"599","Nesoryzomys",599,"Nesoryzomys","Nesoryzomys",0,0,"Nesoryzomys","CRICETIDAE","RODENTIA","Mouse-related",80.3,1.5365,200,NA,1031.7485,NA,97.9255,NA,128.539,28.4725,NA,3.3785,4.0345,42.2275,NA,25.445,NA,577.681,0.2925,NA,NA,NA,19,5,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1300,0,1300,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,NA,NA,NA,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.625,0,0,5,6.82732408937155,0
